USPS	GEOID	ANSICODE	NAME	LSAD	FUNCSTAT	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                 
TX	4841542	02408583	Lasana CDP	57	S	2126076	4434	0.821	0.002	26.259613	-97.693364                                                                                                                       
TX	4841548	02408584	Lasara CDP	57	S	3741757	44727	1.445	0.017	26.463789	-97.908713                                                                                                                      
TX	4841565	02584669	Las Haciendas CDP	57	S	612482	0	0.236	0.	27.631483	-99.19873                                                                                                                        
TX	4841566	02408579	Las Lomas CDP	57	S	1018261	0	0.393	0.	26.363831	-98.774649                                                                                                                          
TX	4841569	02408580	Las Lomitas CDP	57	S	10230034	0	3.95	0.	27.337838	-98.66289                                                                                                                         
TX	4841579	02584670	Las Palmas CDP	57	S	175736	0	0.068	0.	26.951633	-99.276013                                                                                                                          
TX	4841580	02584671	Las Palmas II CDP	57	S	802956	7429	0.31	0.003	26.201707	-97.737588                                                                                                                  
TX	4841582	02584672	Las Pilas CDP	57	S	2158350	0	0.833	0.	27.681463	-99.183235                                                                                                                          
TX	4841583	02408582	Las Quintas Fronterizas CDP	57	S	1360309	4217	0.525	0.002	28.690208	-100.468309                                                                                                     
TX	4841644	02411632	Latexo city	25	A	2542301	0	0.982	0.	31.391431	-95.47523                                                                                                                             
TX	4841660	02584673	La Tina Ranch CDP	57	S	18211873	125854	7.032	0.049	26.200739	-97.481023                                                                                                             
TX	4841704	02408586	Laughlin AFB CDP	57	S	16504799	114523	6.373	0.044	29.358463	-100.776883                                                                                                             
TX	4841728	02408588	Laureles CDP	57	S	12432544	80494	4.8	0.031	26.119704	-97.48918                                                                                                                      
TX	4841764	02411585	La Vernia city	25	A	6188758	9376	2.389	0.004	29.353106	-98.125777                                                                                                                   
TX	4841782	02408518	La Victoria CDP	57	S	789137	0	0.305	0.	26.347791	-98.629488                                                                                                                         
TX	4841788	02411586	La Villa city	25	A	1544697	0	0.596	0.	26.296308	-97.926912                                                                                                                          
TX	4841800	02411636	Lavon city	25	A	11104301	45730	4.287	0.018	33.023862	-96.433029                                                                                                                     
TX	4841848	02411587	La Ward city	25	A	2102814	0	0.812	0.	28.846442	-96.464876                                                                                                                           
TX	4841872	02412882	Lawn town	43	A	1544992	0	0.597	0.	32.13657	-99.750099                                                                                                                               
TX	4841980	02411642	League City city	25	A	133022230	4583115	51.36	1.77	29.490064	-95.109093                                                                                                             
TX	4842004	02411643	Leakey city	25	A	1462236	0	0.565	0.	29.725365	-99.763068                                                                                                                            
TX	4842016	02410812	Leander city	25	A	100496417	522023	38.802	0.202	30.574273	-97.861741                                                                                                                
TX	4842028	02410813	Leary city	25	A	3288163	23013	1.27	0.009	33.467033	-94.211269                                                                                                                       
TX	4842148	02412888	Lefors town	43	A	1009111	0	0.39	0.	35.439601	-100.803889                                                                                                                            
TX	4842244	02805772	Lelia Lake CDP	57	S	2302509	2251	0.889	0.001	34.902001	-100.766196                                                                                                                  
TX	4842256	02586951	Leming CDP	57	S	12504593	0	4.828	0.	29.068341	-98.472227                                                                                                                            
TX	4842340	02410821	Leona city	25	A	5757846	0	2.223	0.	31.153708	-95.975988                                                                                                                             
TX	4842352	02410822	Leonard city	25	A	5928399	0	2.289	0.	33.383176	-96.246466                                                                                                                           
TX	4842388	02410820	Leon Valley city	25	A	8980867	0	3.468	0.	29.495375	-98.6143                                                                                                                         
TX	4842400	02410823	Leroy city	25	A	4783989	0	1.847	0.	31.732358	-97.021707                                                                                                                             
TX	4842448	02410824	Levelland city	25	A	26436484	14789	10.207	0.006	33.581547	-102.364117                                                                                                               
TX	4842508	02410829	Lewisville city	25	A	105299973	16157901	40.657	6.239	33.050725	-96.974623                                                                                                           
TX	4842532	02412893	Lexington town	43	A	3461339	0	1.336	0.	30.414295	-97.009944                                                                                                                         
TX	4842568	02410832	Liberty city	25	A	115307823	3237871	44.521	1.25	30.038834	-94.788803                                                                                                                
TX	4842616	02408607	Liberty City CDP	57	S	15775562	20133	6.091	0.008	32.451796	-94.942976                                                                                                               
TX	4842664	02410833	Liberty Hill city	25	A	12001085	8928	4.634	0.003	30.663377	-97.905506                                                                                                               
TX	4842820	02412900	Lindale city	25	A	16017097	119757	6.184	0.046	32.494132	-95.407344                                                                                                                  
TX	4842844	02410837	Linden city	25	A	9143617	0	3.53	0.	33.010954	-94.362628                                                                                                                             
TX	4842868	02412901	Lindsay city	25	A	4224199	305	1.631	0.	33.642308	-97.219725                                                                                                                         
TX	4842874	02408615	Lindsay CDP	57	S	2334506	0	0.901	0.	31.36886	-103.538441                                                                                                                            
TX	4842880	02805776	Lingleville CDP	57	S	2634847	0	1.017	0.	32.243196	-98.376735                                                                                                                        
TX	4842916	02409263	Linn CDP	57	S	125805622	132711	48.574	0.051	26.563336	-98.128867                                                                                                                    
TX	4842940	02410841	Lipan city	25	A	2747880	0	1.061	0.	32.518651	-98.047055                                                                                                                             
TX	4842952	02408616	Lipscomb CDP	57	S	9718061	0	3.752	0.	36.221491	-100.262107                                                                                                                          
TX	4843000	02805828	Little Cypress CDP	57	S	9832809	135402	3.796	0.052	30.178084	-93.755286                                                                                                             
TX	4843012	02410843	Little Elm city	25	A	47961801	10619252	18.518	4.1	33.192497	-96.919975                                                                                                              
TX	4843024	02410844	Littlefield city	25	A	16272765	0	6.283	0.	33.919183	-102.334804                                                                                                                     
TX	4843066	01385349	Little River-Academy city	25	A	4948518	16170	1.911	0.006	30.978753	-97.346981                                                                                                       
TX	4843096	02410847	Live Oak city	25	A	12319773	110117	4.757	0.043	29.555395	-98.340042                                                                                                                 
TX	4843120	02410849	Liverpool city	25	A	2834078	0	1.094	0.	29.301801	-95.274513                                                                                                                         
TX	4843132	02412903	Livingston town	43	A	22609328	28894	8.73	0.011	30.710043	-94.93793                                                                                                                  
TX	4843144	02410852	Llano city	25	A	13717239	832235	5.296	0.321	30.751007	-98.676524                                                                                                                    
TX	4843150	02408623	Llano Grande CDP	57	S	4106229	0	1.585	0.	26.130835	-97.968447                                                                                                                       
TX	4843216	02805851	Lockett CDP	57	S	7778364	0	3.003	0.	34.082573	-99.373821                                                                                                                            
TX	4843240	02410853	Lockhart city	25	A	42019990	73614	16.224	0.028	29.877809	-97.682622                                                                                                                 
TX	4843252	02412906	Lockney town	43	A	4009869	0	1.548	0.	34.123054	-101.442472                                                                                                                          
TX	4843354	02410855	Log Cabin city	25	A	2710790	22016	1.047	0.009	32.223486	-96.022352                                                                                                                  
TX	4843432	02408629	Lolita CDP	57	S	6651030	0	2.568	0.	28.832483	-96.538783                                                                                                                             
TX	4843458	02586952	Loma Grande CDP	57	S	176493	0	0.068	0.	28.722077	-99.832709                                                                                                                         
TX	4843460	02586953	Loma Linda CDP	57	S	3244908	0	1.253	0.	28.007011	-97.499402                                                                                                                         
TX	4843462	02408120	Loma Linda East CDP	57	S	13322140	0	5.144	0.	27.766337	-98.194226                                                                                                                   
TX	4843463	02584674	Loma Linda East CDP	57	S	98417	0	0.038	0.	26.32813	-98.689413                                                                                                                       
TX	4843465	02584675	Loma Linda West CDP	57	S	316565	0	0.122	0.	26.420471	-98.930372                                                                                                                     
TX	4843474	02584676	Loma Vista CDP	57	S	34124	0	0.013	0.	26.416872	-98.981412                                                                                                                           
TX	4843516	02410858	Lometa city	25	A	2174931	0	0.84	0.	31.216622	-98.392426                                                                                                                             
TX	4843636	02410862	Lone Oak city	25	A	2876446	0	1.111	0.	32.996103	-95.940658                                                                                                                          
TX	4843684	02410863	Lone Star city	25	A	5124068	53325	1.978	0.021	32.93997	-94.709073                                                                                                                   
TX	4843822	02584677	Longoria CDP	57	S	43398	0	0.017	0.	26.30238	-98.642489                                                                                                                              
TX	4843888	02410870	Longview city	25	A	145628104	258125	56.227	0.1	32.520234	-94.761114                                                                                                                 
TX	4843948	02586954	Loop CDP	57	S	9174741	0	3.542	0.	32.914189	-102.414709                                                                                                                              
TX	4843960	02408129	Lopeño CDP	57	S	2116603	0	0.817	0.	26.711834	-99.100966                                                                                                                             
TX	4843972	02408130	Lopezville CDP	57	S	1994111	0	0.77	0.	26.245241	-98.153746                                                                                                                          
TX	4843996	02412915	Loraine town	43	A	2691522	0	1.039	0.	32.408651	-100.712515                                                                                                                          
TX	4844020	02410873	Lorena city	25	A	9975979	0	3.852	0.	31.383111	-97.210204                                                                                                                            
TX	4844032	02410874	Lorenzo city	25	A	2470780	0	0.954	0.	33.67034	-101.536078                                                                                                                           
TX	4844038	02584679	Los Altos CDP	57	S	98499	0	0.038	0.	27.490491	-99.385823                                                                                                                            
TX	4844044	02408133	Los Alvarez CDP	57	S	244485	0	0.094	0.	26.385936	-98.899036                                                                                                                         
TX	4844062	02586955	Los Angeles CDP	57	S	390245	0	0.151	0.	26.494764	-97.786319                                                                                                                         
TX	4844072	02584678	Los Arcos CDP	57	S	534198	0	0.206	0.	27.614419	-99.210488                                                                                                                           
TX	4844075	02584680	Los Arrieros CDP	57	S	88846	0	0.034	0.	26.515769	-99.08452                                                                                                                          
TX	4844076	02584681	Los Barreras CDP	57	S	593091	0	0.229	0.	26.391164	-98.918353                                                                                                                        
TX	4844077	02584682	Los Centenarios CDP	57	S	487244	0	0.188	0.	27.61226	-99.212988                                                                                                                      
TX	4844079	02584683	Los Corralitos CDP	57	S	91753	0	0.035	0.	27.641193	-99.557476                                                                                                                       
TX	4844104	02408137	Los Ebanos CDP	57	S	1540279	151400	0.595	0.058	26.239671	-98.552191                                                                                                                 
TX	4844110	02584684	Los Ebanos CDP	57	S	78129	0	0.03	0.	26.411313	-98.918581                                                                                                                            
TX	4844116	02410879	Los Fresnos city	25	A	11373107	484113	4.391	0.187	26.074062	-97.488017                                                                                                              
TX	4844120	02584685	Los Fresnos CDP	57	S	468338	0	0.181	0.	27.616942	-99.207979                                                                                                                         
TX	4844123	02584686	Los Huisaches CDP	57	S	1170630	0	0.452	0.	27.907028	-99.475803                                                                                                                      
TX	4844128	02412918	Los Indios town	43	A	4857059	19892	1.875	0.008	26.049927	-97.734811                                                                                                                 
TX	4844142	02584687	Los Lobos CDP	57	S	367773	0	0.142	0.	26.606536	-99.161264                                                                                                                           
TX	4844145	02584688	Los Minerales CDP	57	S	2754332	0	1.063	0.	27.655494	-99.61788                                                                                                                       
TX	4844146	02584689	Los Nopalitos CDP	57	S	383803	0	0.148	0.	27.619521	-99.205609                                                                                                                       
TX	4844162	02805843	Lost Creek CDP	57	S	5174053	0	1.998	0.	30.302237	-97.849781                                                                                                                         
TX	4844167	02584690	Los Veteranos I CDP	57	S	1019707	0	0.394	0.	27.633353	-99.218551                                                                                                                    
TX	4844168	02584691	Los Veteranos II CDP	57	S	412355	0	0.159	0.	27.771135	-99.443309                                                                                                                    
TX	4844170	02410880	Los Ybanez city	25	A	215759	2029	0.083	0.001	32.719195	-101.917507                                                                                                                  
TX	4844176	02410883	Lott city	25	A	2616396	37254	1.01	0.014	31.206257	-97.033576                                                                                                                        
TX	4844212	02408144	Louise CDP	57	S	17311565	66473	6.684	0.026	29.113136	-96.412397                                                                                                                     
TX	4844260	02410885	Lovelady city	25	A	3421104	15210	1.321	0.006	31.128172	-95.445877                                                                                                                   
TX	4844284	02805853	Loving CDP	57	S	5106143	12830	1.971	0.005	33.257815	-98.521927                                                                                                                      
TX	4844308	02410890	Lowry Crossing city	25	A	6716841	20032	2.593	0.008	33.169279	-96.544985                                                                                                             
TX	4844344	02408148	Lozano CDP	57	S	306502	0	0.118	0.	26.18959	-97.54373                                                                                                                                
TX	4845000	02410892	Lubbock city	25	A	370857949	3420421	143.189	1.321	33.561901	-101.888883                                                                                                             
TX	4845012	02410893	Lucas city	25	A	40406346	787509	15.601	0.304	33.101031	-96.581182                                                                                                                   
TX	4845048	02410894	Lueders city	25	A	1527146	0	0.59	0.	32.800432	-99.623217                                                                                                                            
TX	4845072	02410895	Lufkin city	25	A	88597937	706602	34.208	0.273	31.322904	-94.729026                                                                                                                  
TX	4845096	02410896	Luling city	25	A	14271971	111717	5.51	0.043	29.681747	-97.646696                                                                                                                    
TX	4845120	02410897	Lumberton city	25	A	34731857	260141	13.41	0.1	30.254992	-94.207963                                                                                                                  
TX	4845228	02410898	Lyford city	25	A	4533398	161286	1.75	0.062	26.414597	-97.789266                                                                                                                     
TX	4845276	02805748	Lyons CDP	57	S	7657432	155908	2.957	0.06	30.40879	-96.539232                                                                                                                        
TX	4845288	02410903	Lytle city	25	A	12342270	122638	4.765	0.047	29.234619	-98.793675                                                                                                                    
TX	4845324	02412931	Mabank town	43	A	22614196	187876	8.731	0.073	32.371862	-96.109504                                                                                                                   
TX	4845384	02411057	McAllen city	25	A	161534638	975547	62.369	0.377	26.224966	-98.246083                                                                                                                
TX	4845432	02411059	McCamey city	25	A	5245838	0	2.025	0.	31.132464	-102.22004                                                                                                                           
TX	4845444	02805778	McCaulley CDP	57	S	2251782	7469	0.869	0.003	32.779341	-100.206747                                                                                                                   
TX	4845564	02586957	McDade CDP	57	S	10593612	35750	4.09	0.014	30.278932	-97.252375                                                                                                                      
TX	4845576	02586958	Macdona CDP	57	S	4026011	10631	1.554	0.004	29.320775	-98.699717                                                                                                                     
TX	4845672	02411063	McGregor city	25	A	58604782	0	22.627	0.	31.419669	-97.426341                                                                                                                        
TX	4845744	02411064	McKinney city	25	A	177058041	1918624	68.362	0.741	33.201125	-96.664161                                                                                                              
TX	4845750	02586959	McKinney Acres CDP	57	S	4262270	0	1.646	0.	32.296334	-102.52978                                                                                                                     
TX	4845780	02412968	McLean town	43	A	2999766	0	1.158	0.	35.232339	-100.600107                                                                                                                           
TX	4845804	01388560	McLendon-Chisholm city	25	A	32570523	802334	12.576	0.31	32.847107	-96.391219                                                                                                        
TX	4845816	02804708	McLeod CDP	57	S	7088259	0	2.737	0.	32.945512	-94.077662                                                                                                                             
TX	4845948	02408804	McQueeney CDP	57	S	10598711	1013762	4.092	0.391	29.600453	-98.047576                                                                                                                
TX	4845996	02410908	Madisonville city	25	A	10822213	380592	4.178	0.147	30.954018	-95.909285                                                                                                             
TX	4846056	02410910	Magnolia city	25	A	12547418	52810	4.845	0.02	30.213032	-95.7426                                                                                                                     
TX	4846080	02805752	Magnolia Beach CDP	57	S	2643496	6255	1.021	0.002	28.560461	-96.549585                                                                                                               
TX	4846224	02410912	Malakoff city	25	A	7432607	37773	2.87	0.015	32.173308	-96.021029                                                                                                                    
TX	4846260	02412934	Malone town	43	A	1182354	5149	0.457	0.002	31.91726	-96.894658                                                                                                                       
TX	4846308	02629100	Manchaca CDP	57	S	5065529	0	1.956	0.	30.135234	-97.836436                                                                                                                           
TX	4846440	02411022	Manor city	25	A	25394391	57740	9.805	0.022	30.354228	-97.558259                                                                                                                     
TX	4846452	02411023	Mansfield city	25	A	95289090	111828	36.791	0.043	32.569188	-97.120532                                                                                                               
TX	4846492	02584692	Manuel Garcia CDP	57	S	92232	0	0.036	0.	26.333654	-98.701643                                                                                                                        
TX	4846494	02584693	Manuel Garcia II CDP	57	S	42997	0	0.017	0.	26.312646	-98.691281                                                                                                                     
TX	4846500	02411026	Manvel city	25	A	70760853	133734	27.321	0.052	29.485422	-95.362322                                                                                                                  
TX	4846572	02408173	Marathon CDP	57	S	13625025	9285	5.261	0.004	30.220864	-103.236601                                                                                                                   
TX	4846584	02411030	Marble Falls city	25	A	42706032	1767891	16.489	0.683	30.560168	-98.277286                                                                                                           
TX	4846620	02411031	Marfa city	25	A	4202785	0	1.623	0.	30.310679	-104.025452                                                                                                                            
TX	4846668	02412956	Marietta town	43	A	1497574	0	0.578	0.	33.173548	-94.542531                                                                                                                          
TX	4846692	02411036	Marion city	25	A	2022812	0	0.781	0.	29.572568	-98.142941                                                                                                                            
TX	4846716	02408182	Markham CDP	57	S	5825472	42669	2.249	0.016	28.962548	-96.063953                                                                                                                     
TX	4846740	02411037	Marlin city	25	A	11698660	128428	4.517	0.05	31.308039	-96.89318                                                                                                                     
TX	4846752	02411039	Marquez city	25	A	3396774	0	1.312	0.	31.236134	-96.257428                                                                                                                           
TX	4846776	02411041	Marshall city	25	A	77071776	165638	29.758	0.064	32.539159	-94.353173                                                                                                                
TX	4846824	02411043	Mart city	25	A	3565935	310	1.377	0.	31.541472	-96.830553                                                                                                                            
TX	4846848	02411044	Martindale city	25	A	5344032	71177	2.063	0.027	29.844954	-97.838296                                                                                                                 
TX	4846854	02584694	Martinez CDP	57	S	138292	0	0.053	0.	26.422156	-98.75291                                                                                                                             
TX	4846968	02411048	Mason city	25	A	9461787	84934	3.653	0.033	30.747713	-99.228603                                                                                                                      
TX	4847004	02412962	Matador town	43	A	3377820	0	1.304	0.	34.015084	-100.821094                                                                                                                          
TX	4847016	02586960	Matagorda CDP	57	S	4774754	499603	1.844	0.193	28.696451	-95.966602                                                                                                                  
TX	4847040	02411049	Mathis city	25	A	8588884	0	3.316	0.	28.090918	-97.817048                                                                                                                            
TX	4847088	02411051	Maud city	25	A	3860614	0	1.491	0.	33.329892	-94.346145                                                                                                                              
TX	4847100	02408189	Mauriceville CDP	57	S	21784042	76977	8.411	0.03	30.231045	-93.871478                                                                                                                
TX	4847172	02805741	May CDP	57	S	3853028	0	1.488	0.	31.97976	-98.9247                                                                                                                                   
TX	4847268	02411053	Maypearl city	25	A	1959959	37132	0.757	0.014	32.311247	-97.006663                                                                                                                   
TX	4847316	02412972	Meadow town	43	A	4164511	0	1.608	0.	33.337725	-102.205857                                                                                                                           
TX	4847330	02411066	Meadowlakes city	25	A	1942394	26049	0.75	0.01	30.564223	-98.295075                                                                                                                  
TX	4847337	02411067	Meadows Place city	25	A	2417201	931	0.933	0.	29.650922	-95.586909                                                                                                                   
TX	4847406	02408812	Medina CDP	57	S	4593332	10872	1.773	0.004	26.935079	-99.264419                                                                                                                      
TX	4847460	02412980	Megargel town	43	A	1580812	18748	0.61	0.007	33.453389	-98.929413                                                                                                                    
TX	4847496	02411073	Melissa city	25	A	29681662	169473	11.46	0.065	33.288521	-96.557632                                                                                                                  
TX	4847568	02412982	Melvin town	43	A	1201014	7987	0.464	0.003	31.199216	-99.581316                                                                                                                      
TX	4847616	02411074	Memphis city	25	A	5811643	0	2.244	0.	34.726734	-100.541655                                                                                                                          
TX	4847628	02411076	Menard city	25	A	5343446	0	2.063	0.	30.918441	-99.783678                                                                                                                            
TX	4847676	02630599	Mentone CDP	57	S	440389	0	0.17	0.	31.707438	-103.598875                                                                                                                             
TX	4847700	02411081	Mercedes city	25	A	30559256	165268	11.799	0.064	26.153818	-97.912907                                                                                                                
TX	4847760	02411084	Meridian city	25	A	5400354	49981	2.085	0.019	31.9266	-97.649091                                                                                                                     
TX	4847796	02412986	Merkel town	43	A	7246680	0	2.798	0.	32.469731	-100.011096                                                                                                                           
TX	4847820	02412987	Mertens town	43	A	1125465	1989	0.435	0.001	32.059022	-96.894167                                                                                                                     
TX	4847832	02411086	Mertzon city	25	A	3935390	0	1.519	0.	31.261982	-100.820808                                                                                                                          
TX	4847892	02411090	Mesquite city	25	A	127179072	490199	49.104	0.189	32.75955	-96.584164                                                                                                                
TX	4847898	02584695	Mesquite CDP	57	S	128477	0	0.05	0.	26.402434	-98.980938                                                                                                                             
TX	4847916	02411092	Mexia city	25	A	18641865	253166	7.198	0.098	31.680693	-96.483203                                                                                                                    
TX	4847988	02411094	Miami city	25	A	3028642	0	1.169	0.	35.692311	-100.641565                                                                                                                            
TX	4848048	02805810	Midfield CDP	57	S	1196653	638	0.462	0.	28.940283	-96.213354                                                                                                                         
TX	4848072	02411096	Midland city	25	A	197249404	441855	76.158	0.171	32.024642	-102.113467                                                                                                               
TX	4848096	02411097	Midlothian city	25	A	165046259	1879227	63.725	0.726	32.469436	-96.99067                                                                                                             
TX	4848180	02411100	Midway city	25	A	4110429	53607	1.587	0.021	31.02512	-95.7565                                                                                                                        
TX	4848272	01852736	Midway North CDP	57	S	4481399	0	1.73	0.	26.187036	-98.019052                                                                                                                        
TX	4848280	01852737	Midway South CDP	57	S	2534718	0	0.979	0.	26.156844	-98.021414                                                                                                                       
TX	4848315	02584696	Miguel Barrera CDP	57	S	44729	0	0.017	0.	26.412012	-98.921576                                                                                                                       
TX	4848318	02584697	Mikes CDP	57	S	339174	0	0.131	0.	26.31466	-98.633612                                                                                                                                
TX	4848320	02408830	Mila Doce CDP	57	S	8510348	0	3.286	0.	26.222444	-97.959936                                                                                                                          
TX	4848324	02408831	Milam CDP	57	S	85849471	17533828	33.147	6.77	31.448979	-93.785986                                                                                                                   
TX	4848336	02411103	Milano city	25	A	4732480	7135	1.827	0.003	30.705313	-96.852687                                                                                                                      
TX	4848372	02412994	Mildred town	43	A	5949122	167041	2.297	0.064	32.046271	-96.324898                                                                                                                   
TX	4848396	02411104	Miles city	25	A	4406949	0	1.702	0.	31.60062	-100.185317                                                                                                                             
TX	4848408	02412995	Milford town	43	A	6374573	18282	2.461	0.007	32.121506	-96.95001                                                                                                                     
TX	4848478	02412997	Miller's Cove town	43	A	424420	9126	0.164	0.004	33.155283	-95.115167                                                                                                                
TX	4848564	02413002	Millsap town	43	A	3801924	15903	1.468	0.006	32.74991	-98.011469                                                                                                                     
TX	4848648	02411118	Mineola city	25	A	26699754	461917	10.309	0.178	32.652881	-95.480296                                                                                                                 
TX	4848684	02411119	Mineral Wells city	25	A	52832599	1960714	20.399	0.757	32.823483	-98.078798                                                                                                          
TX	4848720	02411120	Mingus city	25	A	4025759	0	1.554	0.	32.536319	-98.424862                                                                                                                            
TX	4848750	02584698	Mi Ranchito Estate CDP	57	S	810905	0	0.313	0.	26.38781	-98.873329                                                                                                                   
TX	4848756	02408840	Mirando City CDP	57	S	823817	0	0.318	0.	27.440095	-99.000621                                                                                                                        
TX	4848768	02411122	Mission city	25	A	94098203	204203	36.332	0.079	26.20406	-98.325221                                                                                                                  
TX	4848772	02408842	Mission Bend CDP	57	S	12345077	48631	4.766	0.019	29.693695	-95.666342                                                                                                               
TX	4848804	02411125	Missouri City city	25	A	75162239	3570198	29.02	1.378	29.562944	-95.535999                                                                                                           
TX	4848852	02411128	Mobeetie city	25	A	1580938	0	0.61	0.	35.533689	-100.441319                                                                                                                          
TX	4848858	02411129	Mobile City city	25	A	39049	0	0.015	0.	32.922832	-96.411149                                                                                                                         
TX	4848936	02411133	Monahans city	25	A	74901163	31467	28.92	0.012	31.655721	-103.083694                                                                                                                 
TX	4849032	02586961	Montague CDP	57	S	3304591	0	1.276	0.	33.66527	-97.720954                                                                                                                            
TX	4849068	02411139	Mont Belvieu city	25	A	46077450	877873	17.791	0.339	29.849964	-94.874713                                                                                                            
TX	4849080	02408859	Monte Alto CDP	57	S	5825318	0	2.249	0.	26.374373	-97.972724                                                                                                                         
TX	4849128	02411148	Montgomery city	25	A	14927792	203853	5.764	0.079	30.390385	-95.698168                                                                                                               
TX	4849200	02411153	Moody city	25	A	3606916	0	1.393	0.	31.306581	-97.358952                                                                                                                             
TX	4849224	02408864	Moore CDP	57	S	15800231	8532	6.101	0.003	29.057906	-99.0058                                                                                                                         
TX	4849272	02411156	Moore Station city	25	A	3268060	0	1.262	0.	32.190556	-95.570391                                                                                                                     
TX	4849300	02584699	Moraida CDP	57	S	106118	0	0.041	0.	26.414844	-98.976744                                                                                                                             
TX	4849314	02408867	Morales-Sanchez CDP	57	S	3640367	0	1.406	0.	26.787616	-99.114689                                                                                                                    
TX	4849320	02411158	Moran city	25	A	1099823	0	0.425	0.	32.547234	-99.166492                                                                                                                             
TX	4849356	02411160	Morgan city	25	A	1920238	11917	0.741	0.005	32.015936	-97.606093                                                                                                                     
TX	4849359	01852738	Morgan Farm CDP	57	S	8645371	0	3.338	0.	28.005476	-97.553588                                                                                                                        
TX	4849380	02411163	Morgan's Point city	25	A	2122861	1815031	0.82	0.701	29.671756	-94.998151                                                                                                            
TX	4849392	02411164	Morgan's Point Resort city	25	A	7892527	30569	3.047	0.012	31.154564	-97.459192                                                                                                      
TX	4849411	02408869	Morning Glory CDP	57	S	2778021	0	1.073	0.	31.564753	-106.208933                                                                                                                     
TX	4849440	02408871	Morse CDP	57	S	1428023	0	0.551	0.	36.06596	-101.476925                                                                                                                              
TX	4849464	02411170	Morton city	25	A	3897781	0	1.505	0.	33.72482	-102.75921                                                                                                                             
TX	4849512	02805737	Mosheim CDP	57	S	1758655	2802	0.679	0.001	31.632585	-97.599711                                                                                                                      
TX	4849560	02413016	Moulton town	43	A	2163185	0	0.835	0.	29.572206	-97.146552                                                                                                                           
TX	4849572	02805769	Mound CDP	57	S	1854041	0	0.716	0.	31.350475	-97.643116                                                                                                                              
TX	4849600	02411184	Mountain City city	25	A	1361301	0	0.526	0.	30.039209	-97.891527                                                                                                                     
TX	4849692	02411177	Mount Calm city	25	A	2131181	35887	0.823	0.014	31.756291	-96.881744                                                                                                                 
TX	4849728	02411178	Mount Enterprise city	25	A	3845249	0	1.485	0.	31.911639	-94.682767                                                                                                                  
